id,dataset,constraint_tags,assistant_generated,label,length_ok,keyword_ok,json_ok,no_explanations_ok,tone_concise_ok,reasons
sharegpt_en:5267,sharegpt,no_explanations,yes,1.0,,,,True,,no_explanations_ok(1 words)
alpaca:3421,alpaca,length_limit,This is a deliberately long answer that is likely to exceed any short word-limit constraint.,1.0,True,,,,,length_ok(15/50)
sharegpt_en:1627,sharegpt,length_limit,Short answer within limit.,,,,,,,length_limit_unparsed
flan:1407,flan,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
sharegpt_en:6089,sharegpt,no_explanations,yes,1.0,,,,True,,no_explanations_ok(1 words)
sharegpt_en:2396,sharegpt,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
alpaca:8373,alpaca,length_limit,Short answer within limit.,1.0,True,,,,,length_ok(4/100)
flan:42,flan,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
alpaca:12740,alpaca,length_limit,Short answer within limit.,1.0,True,,,,,length_ok(4/100)
sharegpt_en:1610,sharegpt,persona,This is a generic dummy answer.,,,,,,,
flan:81,flan,no_explanations,yes,1.0,,,,True,,no_explanations_ok(1 words)
sharegpt_en:271,sharegpt,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
alpaca:4228,alpaca,length_limit,Short answer within limit.,1.0,True,,,,,length_ok(4/100)
sharegpt_en:7718,sharegpt,persona,This is a generic dummy answer.,,,,,,,
flan:1115,flan,no_explanations,yes,1.0,,,,True,,no_explanations_ok(1 words)
alpaca:11553,alpaca,length_limit,This is a deliberately long answer that is likely to exceed any short word-limit constraint.,0.0,False,,,,,length_violation(15/10)
alpaca:28490,alpaca,length_limit,Short answer within limit.,1.0,True,,,,,length_ok(4/100)
alpaca:36704,alpaca,length_limit,This is a deliberately long answer that is likely to exceed any short word-limit constraint.,1.0,True,,,,,length_ok(15/100)
alpaca:9919,alpaca,length_limit,Short answer within limit.,1.0,True,,,,,length_ok(4/80)
flan:469,flan,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
alpaca:9339,alpaca,keyword_X,Proceed with caution near wet floors.,1.0,,True,,,,keywords_na
sharegpt_en:8104,sharegpt,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
sharegpt_en:3007,sharegpt,persona,This is a generic dummy answer.,,,,,,,
flan:1522,flan,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
flan:292,flan,no_explanations,yes,1.0,,,,True,,no_explanations_ok(1 words)
flan:2745,flan,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
sharegpt_en:8908,sharegpt,length_limit;persona,Short answer within limit.,,,,,,,length_limit_unparsed
flan:566,flan,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
sharegpt_en:5162,sharegpt,no_explanations,yes,1.0,,,,True,,no_explanations_ok(1 words)
alpaca:1220,alpaca,keyword_X,Be careful.,0.0,,False,,,,"keywords_missing(Mount,Everest)"
flan:305,flan,no_explanations,yes,1.0,,,,True,,no_explanations_ok(1 words)
flan:1837,flan,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
alpaca:4223,alpaca,length_limit,Short answer within limit.,1.0,True,,,,,length_ok(4/100)
sharegpt_en:7398,sharegpt,no_explanations,"yes, because the premise clearly entails the hypothesis.",0.0,,,,False,,no_explanations_violation(explanation_marker)
alpaca:2671,alpaca,length_limit,Short answer within limit.,1.0,True,,,,,length_ok(4/100)
sharegpt_en:258,sharegpt,length_limit,This is a deliberately long answer that is likely to exceed any short word-limit constraint.,1.0,True,,,,,length_ok(15/100)
